DRUGBANKID	SMILES	NAME
DB00921	CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1CC4=C5C(O[C@@H]2[C@@]35CCN1CC1CC1)=C(O)C=C4	Buprenorphine
DB00922	C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1	Levosimendan
DB00923	[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O	Ceforanide
DB00924	CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12	Cyclobenzaprine
DB00925	CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1	Phenoxybenzamine
DB00927	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1	Famotidine
DB00928	NC1=NC(=O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	Azacitidine
DB00929	CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC	Misoprostol
DB00931	[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C	Methacycline
DB00932	[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O	Tipranavir
DB00933	CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O	Mesoridazine
DB00934	CNCCCC12CCC(C3=CC=CC=C13)C1=CC=CC=C21	Maprotiline
DB00935	CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C	Oxymetazoline
DB00936	OC(=O)C1=CC=CC=C1O	Salicylic acid
DB00937	CCN(CC)C(C)C(=O)C1=CC=CC=C1	Diethylpropion
DB00938	OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1	Salmeterol
DB00939	CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1	Meclofenamic acid
DB00940	CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12	Methantheline
DB00941	C[N+](C)(CCCCCC[N+](C)(C)C1C2=C(C=CC=C2)C2=C1C=CC=C2)C1C2=C(C=CC=C2)C2=C1C=CC=C2	Hexafluronium
DB00942	OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1	Cycrimine
DB00943	NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1	Zalcitabine
DB00944	CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C	Demecarium
DB00945	CC(=O)OC1=CC=CC=C1C(O)=O	Acetylsalicylic acid
DB00946	CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2	Phenprocoumon
DB00947	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])C2[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC2=CC(O)=CC=C12	Fulvestrant
DB00948	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C(O)=O	Mezlocillin
DB00949	NC(=O)OCC(COC(N)=O)C1=CC=CC=C1	Felbamate
DB00950	CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	Fexofenadine
DB00951	NNC(=O)C1=CC=NC=C1	Isoniazid
DB00952	CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1	Naratriptan
DB00953	CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2	Rizatriptan
DB00954	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O	Dirithromycin
DB00955	CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@H](O)[C@@H](NC)[C@@]1(C)O	Netilmicin
DB00956	[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O	Hydrocodone
DB00957	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CC\C(C=C3CC[C@@]21[H])=N/O	Norgestimate
DB00958	N.N.O=C1O[Pt]OC(=O)C11CCC1	Carboplatin
DB00959	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C	Methylprednisolone
DB00960	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	Pindolol
DB00961	CN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	Mepivacaine
DB00962	CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N	Zaleplon
DB00963	NC1=C(CC(O)=O)C=CC=C1C(=O)C1=CC=C(Br)C=C1	Bromfenac
DB00964	NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1	Apraclonidine
DB00966	CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O	Telmisartan
DB00967	ClC1=CC2=C(C=C1)C(=C1CCNCC1)C1=C(CC2)C=CC=N1	Desloratadine
DB00968	C[C@](N)(CC1=CC=C(O)C(O)=C1)C(O)=O	Methyldopa
DB00969	CN1C2=C(C3=CC=CC=C13)C(=O)N(CC1=C(C)NC=N1)CC2	Alosetron
DB00970	[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C	Dactinomycin
DB00971	S=[Se]=S	Selenium Sulfide
DB00972	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O	Azelastine
DB00973	O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1	Ezetimibe
DB00974	OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O	Edetic Acid
DB00975	OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1	Dipyridamole
DB00976	[H][C@@]12[C@@H](C)C(=O)[C@H](C)C[C@@](C)(OC)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@@]1(C)OC(=O)N2CCCCN1C=NC(=C1)C1=CC=CN=C1	Telithromycin
DB00977	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	Ethinyl Estradiol
DB00978	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N3CCNC(C)C3)C(F)=C12	Lomefloxacin
DB00979	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	Cyclopentolate
DB00980	CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2	Ramelteon
DB00981	[H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C	Physostigmine
DB00982	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O	Isotretinoin
DB00983	COC1=CC=C(CC(C)NCC(O)C2=CC(NC=O)=C(O)C=C2)C=C1	Formoterol
DB00984	[H][C@@]12CC[C@H](OC(=O)CCC3=CC=CC=C3)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	Nandrolone phenpropionate
DB00985	CN1C2=C([N-]C(Cl)=N2)C(=O)N(C)C1=O.C[NH+](C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	Dimenhydrinate
DB00986	[H][C@@]1(CC[N+](C)(C)C1)OC(=O)[C@@](O)(C1CCCC1)C1=CC=CC=C1	Glycopyrronium
DB00987	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	Cytarabine
DB00988	NCCC1=CC(O)=C(O)C=C1	Dopamine
DB00989	CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C	Rivastigmine
DB00990	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C	Exemestane
DB00991	OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	Oxaprozin
DB00992	COC(=O)CCC(=O)CN	Methyl aminolevulinate
DB00993	CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O	Azathioprine
DB00994	NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O	Neomycin
DB00995	CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O	Auranofin
DB00996	NCC1(CC(O)=O)CCCCC1	Gabapentin
DB00997	COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O	Doxorubicin
DB00998	CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O	Frovatriptan
DB00999	NS(=O)(=O)C1=C(Cl)C=C2NCNS(=O)(=O)C2=C1	Hydrochlorothiazide
DB01000	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O	Cyclacillin
DB01001	CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1	Salbutamol
DB01002	CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	Levobupivacaine
DB01003	OC(COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O)COC1=CC=CC2=C1C(=O)C=C(O2)C(O)=O	Cromoglicic acid
DB01004	NC1=NC2=C(N=CN2COC(CO)CO)C(=O)N1	Ganciclovir
DB01005	NC(=O)NO	Hydroxyurea
DB01006	N#CC1=CC=C(C=C1)C(N1C=NC=N1)C1=CC=C(C=C1)C#N	Letrozole
DB01007	ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1	Tioconazole
DB01008	CS(=O)(=O)OCCCCOS(C)(=O)=O	Busulfan
DB01009	CC(C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1	Ketoprofen
DB01010	CC[N+](C)(C)C1=CC(O)=CC=C1	Edrophonium
DB01011	CC(C)(C(=O)C1=CN=CC=C1)C1=CN=CC=C1	Metyrapone
DB01012	C[C@@H](NCCCC1=CC(=CC=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12	Cinacalcet
DB01013	[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Clobetasol propionate
DB01014	OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	Balsalazide
DB01015	CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1	Sulfamethoxazole
DB01016	COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	Glyburide
DB01017	[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2	Minocycline
DB01018	NC(=N)NC(=O)CC1=C(Cl)C=CC=C1Cl	Guanfacine
DB01019	CC(C[N+](C)(C)C)OC(N)=O	Bethanechol
DB01020	[H][C@]12OC[C@@H](O[N+]([O-])=O)[C@@]1([H])OC[C@@H]2O	Isosorbide Mononitrate
DB01021	NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C(Cl)Cl	Trichlormethiazide
DB01022	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O	Phylloquinone
DB01023	CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC	Felodipine
DB01024	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	Mycophenolic acid
DB01025	CC(C)C1=CC2=C(OC3=NC(N)=C(C=C3C2=O)C(O)=O)C=C1	Amlexanox
DB01026	CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1	Ketoconazole
DB01028	COC(F)(F)C(Cl)Cl	Methoxyflurane
DB01029	CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1	Irbesartan
DB01030	CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O	Topotecan
DB01031	NC(=O)OC1(CCCCC1)C#C	Ethinamate
DB01032	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O	Probenecid
DB01033	S=C1N=CNC2=C1NC=N2	Mercaptopurine
DB01034	CC=CCC=CCCC(=O)[C@H]1O[C@H]1C(N)=O	Cerulenin
DB01035	CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	Procainamide
DB01036	CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C	Tolterodine
DB01037	CC(CC1=CC=CC=C1)N(C)CC#C	Selegiline
DB01039	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1	Fenofibrate
DB01040	OCCS(O)(=O)=O.OCCS(O)(=O)=O.NC(=N)C1=CC=C(C=CC2=C(O)C=C(C=C2)C(N)=N)C=C1	Hydroxystilbamidine Isethionate
DB01041	O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12	Thalidomide
DB01042	N[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)C(O)=O	Melphalan
DB01043	CC12CC3CC(C)(C1)CC(N)(C3)C2	Memantine
DB01044	COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1	Gatifloxacin
DB01045	CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C	Rifampicin
DB01046	[H][C@@]12CC(=O)[C@H](CCCCCCC(O)=O)[C@@]1([H])CC[C@@](O)(O2)C(F)(F)CCCC	Lubiprostone
DB01047	[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O	Fluocinonide
DB01048	NC1=NC2=C(N=CN2[C@@H]2C[C@H](CO)C=C2)C(NC2CC2)=N1	Abacavir
DB01049	CS(O)(=O)=O.[H][C@@]12CCCN1C(=O)[C@H](C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C	Ergoloid mesylate
DB01050	CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	Ibuprofen
DB01051	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C	Novobiocin
DB01053	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C(O)=O	Benzylpenicillin
DB01054	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	Nitrendipine
DB01055	N[C@@H](CN1C=CC(=O)C(O)=C1)C(O)=O	Mimosine
DB01056	CC(N)C(=O)NC1=C(C)C=CC=C1C	Tocainide
DB01057	CCOP(=O)(OCC)SCC[N+](C)(C)C	Echothiophate
DB01058	O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1	Praziquantel
DB01059	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1	Norfloxacin
DB01060	[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=C(O)C=C1)C(O)=O	Amoxicillin
DB01061	[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1	Azlocillin
DB01062	CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	Oxybutynin
DB01063	CC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCN(CCO)CC3)C2=C1	Acetophenazine
DB01064	CC(C)NCC(O)C1=CC(O)=C(O)C=C1	Isoprenaline
DB01065	COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	Melatonin
DB01066	[H][C@]12SCC(\C=C/C3=C(C)N=CS3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O	Cefditoren
DB01067	CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	Glipizide
DB01068	[O-][N+](=O)C1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1	Clonazepam
DB01069	CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C	Promethazine
DB01070	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1/C[C@@H](O)CC[C@@H]1C	Dihydrotachysterol
DB01071	C(C1CN2CCC1CC2)N1C2=CC=CC=C2SC2=CC=CC=C12	Mequitazine
DB01072	COC(=O)N[C@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CN(CC1=CC=C(C=C1)C1=CC=CC=N1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	Atazanavir
DB01073	NC1=NC(F)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	Fludarabine
DB01074	C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1	Perhexiline
DB01075	CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1	Diphenhydramine
DB01076	CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CCC(O)CC(O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1	Atorvastatin
DB01077	CC(O)(P(O)(O)=O)P(O)(O)=O	Etidronic acid
DB01078	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1	Deslanoside
DB01080	NC(CCC(O)=O)C=C	Vigabatrin
DB01081	CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1	Diphenoxylate
DB01082	CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](NC(N)=N)[C@@H](O)[C@@H]2NC(N)=N)O[C@@H](C)[C@]1(O)C=O	Streptomycin
DB01083	CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O	Orlistat
DB01084	CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1	Emedastine
DB01085	CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	Pilocarpine
DB01086	CCOC(=O)C1=CC=C(N)C=C1	Benzocaine
DB01087	COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1	Primaquine
DB01088	[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)C(C)CC#CC)[C@@]1([H])C\C(C2)=C\CCCC(O)=O	Iloprost
DB01089	[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2	Deserpidine
DB01090	C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1	Pentolinium
DB01091	CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12	Butenafine
DB01092	[H][C@@]12CC[C@]3(O)C[C@H](C[C@@H](O)[C@]3(CO)[C@@]1([H])[C@H](O)C[C@]1(C)[C@H](CC[C@]21O)C1=CC(=O)OC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	Ouabain
DB01093	CS(C)=O	Dimethyl sulfoxide
DB01094	COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1	Hesperetin
DB01095	CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=CC=CC=C12)C1=CC=C(F)C=C1	Fluvastatin
DB01096	CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O	Oxamniquine
DB01097	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F	Leflunomide
DB01098	CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O	Rosuvastatin
DB01099	NC1=C(F)C=NC(=O)N1	Flucytosine
DB01100	FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1	Pimozide
DB01101	CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]1O[C@H](C)[C@@H](O)[C@H]1O	Capecitabine
DB01102	O[C@@H](CNCCCCC1=CC=C(O)C=C1)C1=CC(O)=C(O)C=C1	Arbutamine
DB01103	CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2	Quinacrine
DB01104	CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12	Sertraline
DB01105	CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1	Sibutramine
DB01106	C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1	Levocabastine
DB01107	CCC1(CC)C(=O)NCC(C)C1=O	Methyprylon
DB01108	[H][C@]12O[C@]11CC[C@@]3([H])[C@]4([H])CC[C@H](O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC(C#N)=C2O	Trilostane
DB01110	ClC1=CC(Cl)=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	Miconazole
DB01111	CCC(C)CCCCC(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC(C(C)O)C(=O)NC(CCNCS([O-])(=O)=O)C(=O)NC1CCNC(=O)C(NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CCNCS([O-])(=O)=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS([O-])(=O)=O)NC1=O)C(C)O	Colistimethate
DB01112	[H][C@]12SCC(COC(N)=O)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CC=CO1)C(O)=O	Cefuroxime
DB01113	COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1	Papaverine
DB01114	CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1	Chlorphenamine
DB01115	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	Nifedipine
DB01116	O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1	Trimethaphan
DB01117	OC1=C([C@H]2CC[C@@H](CC2)C2=CC=C(Cl)C=C2)C(=O)C2=CC=CC=C2C1=O	Atovaquone
DB01118	CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1	Amiodarone
DB01119	CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2	Diazoxide
DB01120	[H][C@@]12CCC[C@]1([H])CN(C2)NC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	Gliclazide
DB01121	NC(=O)NC(=O)CC1=CC=CC=C1	Phenacemide
DB01122	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC1=CC=CC=C1Cl	Ambenonium
DB01123	NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1	Proflavine
DB01124	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1	Tolbutamide
DB01125	COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O	Anisindione
DB01126	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F	Dutasteride
DB01127	ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1	Econazole
DB01128	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F	Bicalutamide
DB01129	COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1	Rabeprazole
DB01130	[H][C@@]12CC[C@](OC(=O)OCC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	Prednicarbate
DB01131	CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1	Proguanil
