NAME	SMILES
Vancomycin	CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3c4ccc(O)c(c4)-c4c(O)cc(O)cc4C(C(=O)O)NC(=O)C(NC3=O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O
Vapreotide	CC(C)C1N=C(O)C(CCCCN)N=C(O)C(Cc2c[nH]c3ccccc23)N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N=C(O)C(N)Cc2ccccc2)CSSCC(C(O)=NC(Cc2c[nH]c3ccccc23)C(=N)O)N=C1O
Vecuronium	CC(=O)OC1C([N+]2(C)CCCCC2)CC2C3CCC4CC(OC(C)=O)C(N5CCCCC5)CC4(C)C3CCC21C
Vemurafenib	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
Venetoclax	CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
Verteporfin	C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)c(C)c5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC
Vilazodone	N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
Vinblastine	CCC1(O)CC2CN(C1)CCc1c3ccccc3[nH]c1C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C34CCN3CC=CC(CC)(C34)C(OC(C)=O)C1(O)C(=O)OC)C2
Vincristine	CCC1(O)CC2CN(C1)CCc1c3ccccc3[nH]c1C(C(=O)OC)(c1cc3c(cc1OC)N(C=O)C1C34CCN3CC=CC(CC)(C34)C(OC(C)=O)C1(O)C(=O)OC)C2
Vindesine	CCC1(O)CC2CN(C1)CCc1c3ccccc3[nH]c1C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C34CCN3CC=CC(CC)(C34)C(O)C1(O)C(N)=O)C2
Vinorelbine	CCC1=CC2CN(C1)Cc1c3ccccc3[nH]c1C(C(=O)OC)(c1cc3c(cc1OC)N(C)C1C34CCN3CC=CC(CC)(C34)C(OC(C)=O)C1(O)C(=O)OC)C2
Viomycin	N=C1NC(O)CC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)CC(N)CCCN)CNC2=O)N1
Vismodegib	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
Vitamin A	CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO
Vitamin E	Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2
Voacamine	CC=C1CN(C)C2Cc3c4ccccc4[nH]c3C(c3cc4[nH]c5c(c4cc3OC)CCN3CC4CC(CC)C3C5(C(=O)OC)C4)CC1C2C(=O)OC
Voglibose	OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O
Warfarin	CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
Xanthophyll	CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C
Xenon-133	[Xe]
Ximelagatran	CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1
Zafirlukast	COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12
Zaltoprofen	CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2
Zanamivir	CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO
Zinc	[Zn]
Zinc sulfate	[Zn+2].O=S(=O)([O-])[O-]
Ziprasidone	O=C1Cc2cc(CCN3CCN(c4nsc5ccccc54)CC3)c(Cl)cc2N1
Zolpidem	Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
Zotepine	CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21
Zucapsaicin	COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O
